"";"SHP";"VUOSI";"HOITOMUOTO";"JAKSO";"KAYNTEJA";"JAKSOJA"
"612";"Keski-Pohjanmaan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";43;210
"613";"Keski-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";166;210
"614";"Keski-Pohjanmaan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";134;210
"615";"Keski-Pohjanmaan SHP";"2020";"PTH avohoito";"4 viikkoa";136;210
"616";"Keski-Pohjanmaan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";12;210
"617";"Keski-Suomen SHP";"2019";"Päivystyskäynti";"2 viikkoa";65;626
"618";"Keski-Suomen SHP";"2019";"Päivystyskäynti";"1 viikko";43;626
"619";"Keski-Suomen SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";433;626
"620";"Keski-Suomen SHP";"2019";"Yhteensä (käynnit)";"1 viikko";342;626
"621";"Keski-Suomen SHP";"2019";"Päivystyskäynti";"4 viikkoa";86;626
"622";"Keski-Suomen SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";64;626
"623";"Keski-Suomen SHP";"2019";"Kuollut";"4 viikkoa";2;626
"624";"Keski-Suomen SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";490;626
"625";"Keski-Suomen SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";193;626
"626";"Keski-Suomen SHP";"2019";"PTH avohoito";"4 viikkoa";333;626
"627";"Keski-Suomen SHP";"2019";"Kuollut";"2 viikkoa";1;626
"628";"Keski-Suomen SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";128;626
"629";"Keski-Suomen SHP";"2019";"ESH avohoito";"1 viikko";197;626
"630";"Keski-Suomen SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";46;626
"631";"Keski-Suomen SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";263;626
"632";"Keski-Suomen SHP";"2019";"Kuollut";"1 viikko";1;626
"633";"Keski-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";449;626
"634";"Keski-Suomen SHP";"2019";"PTH avohoito";"2 viikkoa";266;626
"635";"Keski-Suomen SHP";"2019";"ESH avohoito";"2 viikkoa";268;626
"636";"Keski-Suomen SHP";"2019";"Yhteensä";"4 viikkoa";525;626
"637";"Keski-Suomen SHP";"2019";"PTH avohoito";"1 viikko";194;626
"638";"Keski-Suomen SHP";"2019";"Yhteensä";"1 viikko";395;626
"639";"Keski-Suomen SHP";"2019";"Yhteensä";"2 viikkoa";484;626
"640";"Keski-Suomen SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";86;626
"641";"Keski-Suomen SHP";"2019";"Sosiaalihuolto";"4 viikkoa";49;626
"642";"Keski-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";385;626
"643";"Keski-Suomen SHP";"2019";"Sosiaalihuolto";"1 viikko";45;626
"644";"Keski-Suomen SHP";"2019";"Sosiaalihuolto";"2 viikkoa";48;626
"645";"Keski-Suomen SHP";"2019";"Rehospitalisaatio";"2 viikkoa";89;626
"646";"Keski-Suomen SHP";"2019";"Rehospitalisaatio";"4 viikkoa";125;626
"647";"Keski-Suomen SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";289;626
"648";"Keski-Suomen SHP";"2019";"Rehospitalisaatio";"1 viikko";60;626
"649";"Keski-Suomen SHP";"2019";"ESH avohoito";"4 viikkoa";313;626
"650";"Keski-Suomen SHP";"2020";"Päivystyskäynti";"2 viikkoa";54;586
"651";"Keski-Suomen SHP";"2020";"Sosiaalihuolto";"4 viikkoa";36;586
"652";"Keski-Suomen SHP";"2020";"Päivystyskäynti";"1 viikko";37;586
"653";"Keski-Suomen SHP";"2020";"ESH avohoito";"2 viikkoa";253;586
"654";"Keski-Suomen SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";294;586
"655";"Keski-Suomen SHP";"2020";"PTH avohoito";"2 viikkoa";313;586
"656";"Keski-Suomen SHP";"2020";"PTH avohoito";"4 viikkoa";381;586
"657";"Keski-Suomen SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";225;586
"658";"Keski-Suomen SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";83;586
"659";"Keski-Suomen SHP";"2020";"Yhteensä";"1 viikko";394;586
"660";"Keski-Suomen SHP";"2020";"Yhteensä";"2 viikkoa";468;586
"661";"Keski-Suomen SHP";"2020";"Päivystyskäynti";"4 viikkoa";85;586
"662";"Keski-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";315;586
"663";"Keski-Suomen SHP";"2020";"ESH avohoito";"1 viikko";189;586
"664";"Keski-Suomen SHP";"2020";"Yhteensä (käynnit)";"1 viikko";344;586
"665";"Keski-Suomen SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";426;586
"666";"Keski-Suomen SHP";"2020";"PTH avohoito";"1 viikko";253;586
"667";"Keski-Suomen SHP";"2020";"Rehospitalisaatio";"1 viikko";49;586
"668";"Keski-Suomen SHP";"2020";"Rehospitalisaatio";"2 viikkoa";73;586
"669";"Keski-Suomen SHP";"2020";"Rehospitalisaatio";"4 viikkoa";103;586
"670";"Keski-Suomen SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";61;586
"671";"Keski-Suomen SHP";"2020";"Kuollut";"4 viikkoa";1;586
"672";"Keski-Suomen SHP";"2020";"Sosiaalihuolto";"2 viikkoa";29;586
"673";"Keski-Suomen SHP";"2020";"Sosiaalihuolto";"1 viikko";28;586
"674";"Keski-Suomen SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";102;586
"675";"Keski-Suomen SHP";"2020";"Yhteensä";"4 viikkoa";515;586
"676";"Keski-Suomen SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";483;586
"677";"Keski-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";399;586
"678";"Keski-Suomen SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";461;586
"679";"Keski-Suomen SHP";"2020";"ESH avohoito";"4 viikkoa";304;586
"680";"Keski-Suomen SHP";"2020";"Kuollut";"1 viikko";1;586
"681";"Keski-Suomen SHP";"2020";"Kuollut";"2 viikkoa";1;586
"682";"Keski-Suomen SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";171;586
"683";"Kymenlaakson SHP";"2019";"Päivystyskäynti";"4 viikkoa";75;475
"684";"Kymenlaakson SHP";"2019";"Päivystyskäynti";"1 viikko";35;475
"685";"Kymenlaakson SHP";"2019";"Päivystyskäynti";"2 viikkoa";54;475
"686";"Kymenlaakson SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";143;475
"687";"Kymenlaakson SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";350;475
"688";"Kymenlaakson SHP";"2019";"Yhteensä";"4 viikkoa";402;475
"689";"Kymenlaakson SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";105;475
"690";"Kymenlaakson SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";296;475
"691";"Kymenlaakson SHP";"2019";"PTH avohoito";"4 viikkoa";272;475
"692";"Kymenlaakson SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";327;475
"693";"Kymenlaakson SHP";"2019";"PTH avohoito";"1 viikko";163;475
"694";"Kymenlaakson SHP";"2019";"PTH avohoito";"2 viikkoa";215;475
"695";"Kymenlaakson SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";224;475
"696";"Kymenlaakson SHP";"2019";"Yhteensä";"1 viikko";299;475
"697";"Kymenlaakson SHP";"2019";"Yhteensä";"2 viikkoa";361;475
"698";"Kymenlaakson SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";31;475
"699";"Kymenlaakson SHP";"2019";"Yhteensä (käynnit)";"1 viikko";262;475
"700";"Kymenlaakson SHP";"2019";"Sosiaalihuolto";"1 viikko";44;475
"701";"Kymenlaakson SHP";"2019";"Sosiaalihuolto";"2 viikkoa";48;475
"702";"Kymenlaakson SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";376;475
"703";"Kymenlaakson SHP";"2019";"ESH avohoito";"1 viikko";161;475
"704";"Kymenlaakson SHP";"2019";"ESH avohoito";"2 viikkoa";232;475
"705";"Kymenlaakson SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";200;475
"706";"Kymenlaakson SHP";"2019";"Sosiaalihuolto";"4 viikkoa";53;475
"707";"Kymenlaakson SHP";"2019";"Rehospitalisaatio";"4 viikkoa";80;475
"708";"Kymenlaakson SHP";"2019";"Rehospitalisaatio";"1 viikko";33;475
"709";"Kymenlaakson SHP";"2019";"Rehospitalisaatio";"2 viikkoa";57;475
"710";"Kymenlaakson SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";64;475
"711";"Kymenlaakson SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";41;475
"712";"Kymenlaakson SHP";"2019";"ESH avohoito";"4 viikkoa";284;475
"713";"Kymenlaakson SHP";"2020";"ESH avohoito";"4 viikkoa";326;487
"714";"Kymenlaakson SHP";"2020";"Sosiaalihuolto";"2 viikkoa";30;487
"715";"Kymenlaakson SHP";"2020";"ESH avohoito";"2 viikkoa";256;487
"716";"Kymenlaakson SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";101;487
"717";"Kymenlaakson SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";146;487
"718";"Kymenlaakson SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";216;487
"719";"Kymenlaakson SHP";"2020";"Päivystyskäynti";"1 viikko";39;487
"720";"Kymenlaakson SHP";"2020";"Sosiaalihuolto";"4 viikkoa";44;487
"721";"Kymenlaakson SHP";"2020";"Yhteensä";"4 viikkoa";431;487
"722";"Kymenlaakson SHP";"2020";"Päivystyskäynti";"4 viikkoa";70;487
"723";"Kymenlaakson SHP";"2020";"ESH avohoito";"1 viikko";191;487
"724";"Kymenlaakson SHP";"2020";"Yhteensä (käynnit)";"1 viikko";283;487
"725";"Kymenlaakson SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";351;487
"726";"Kymenlaakson SHP";"2020";"PTH avohoito";"1 viikko";171;487
"727";"Kymenlaakson SHP";"2020";"PTH avohoito";"2 viikkoa";238;487
"728";"Kymenlaakson SHP";"2020";"PTH avohoito";"4 viikkoa";305;487
"729";"Kymenlaakson SHP";"2020";"Rehospitalisaatio";"4 viikkoa";103;487
"730";"Kymenlaakson SHP";"2020";"Kuollut";"1 viikko";1;487
"731";"Kymenlaakson SHP";"2020";"Kuollut";"2 viikkoa";1;487
"732";"Kymenlaakson SHP";"2020";"Yhteensä";"1 viikko";316;487
"733";"Kymenlaakson SHP";"2020";"Yhteensä";"2 viikkoa";383;487
"734";"Kymenlaakson SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";15;487
"735";"Kymenlaakson SHP";"2020";"Päivystyskäynti";"2 viikkoa";53;487
"736";"Kymenlaakson SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";245;487
"737";"Kymenlaakson SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";320;487
"738";"Kymenlaakson SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";385;487
"739";"Kymenlaakson SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";408;487
"740";"Kymenlaakson SHP";"2020";"Rehospitalisaatio";"1 viikko";40;487
"741";"Kymenlaakson SHP";"2020";"Rehospitalisaatio";"2 viikkoa";67;487
"742";"Kymenlaakson SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";12;487
"743";"Kymenlaakson SHP";"2020";"Kuollut";"4 viikkoa";1;487
"744";"Kymenlaakson SHP";"2020";"Sosiaalihuolto";"1 viikko";24;487
"745";"Kymenlaakson SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";6;487
"746";"Lapin SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";191;304
"747";"Lapin SHP";"2019";"Sosiaalihuolto";"2 viikkoa";61;304
"748";"Lapin SHP";"2019";"Yhteensä";"1 viikko";209;304
"749";"Lapin SHP";"2019";"PTH avohoito";"4 viikkoa";190;304
"750";"Lapin SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";234;304
"751";"Lapin SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";142;304
"752";"Lapin SHP";"2019";"Päivystyskäynti";"2 viikkoa";23;304
"753";"Lapin SHP";"2019";"Rehospitalisaatio";"1 viikko";15;304
"754";"Lapin SHP";"2019";"Sosiaalihuolto";"4 viikkoa";64;304
"755";"Lapin SHP";"2019";"Kuollut";"4 viikkoa";2;304
"756";"Lapin SHP";"2019";"Sosiaalihuolto";"1 viikko";59;304
"757";"Lapin SHP";"2019";"Päivystyskäynti";"1 viikko";15;304
"758";"Lapin SHP";"2019";"Kuollut";"1 viikko";1;304
"759";"Lapin SHP";"2019";"Kuollut";"2 viikkoa";2;304
"760";"Lapin SHP";"2019";"Rehospitalisaatio";"2 viikkoa";27;304
"761";"Lapin SHP";"2019";"Päivystyskäynti";"4 viikkoa";34;304
"762";"Lapin SHP";"2019";"PTH avohoito";"1 viikko";129;304
"763";"Lapin SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";224;304
"764";"Lapin SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";257;304
"765";"Lapin SHP";"2019";"ESH avohoito";"2 viikkoa";108;304
"766";"Lapin SHP";"2019";"ESH avohoito";"4 viikkoa";142;304
"767";"Lapin SHP";"2019";"Yhteensä";"4 viikkoa";269;304
"768";"Lapin SHP";"2019";"ESH avohoito";"1 viikko";68;304
"769";"Lapin SHP";"2019";"Yhteensä (käynnit)";"1 viikko";184;304
"770";"Lapin SHP";"2019";"Yhteensä";"2 viikkoa";245;304
"771";"Lapin SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";139;304
"772";"Lapin SHP";"2019";"PTH avohoito";"2 viikkoa";163;304
"773";"Lapin SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";33;304
"774";"Lapin SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";110;304
"775";"Lapin SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";55;304
"776";"Lapin SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";48;304
"777";"Lapin SHP";"2019";"Rehospitalisaatio";"4 viikkoa";46;304
"778";"Lapin SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";81;304
"779";"Lapin SHP";"2020";"Yhteensä (käynnit)";"1 viikko";193;308
"780";"Lapin SHP";"2020";"PTH avohoito";"4 viikkoa";208;308
"781";"Lapin SHP";"2020";"PTH avohoito";"2 viikkoa";180;308
"782";"Lapin SHP";"2020";"Yhteensä";"1 viikko";219;308
"783";"Lapin SHP";"2020";"Yhteensä";"2 viikkoa";258;308
"784";"Lapin SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";161;308
"785";"Lapin SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";148;308
"786";"Lapin SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";198;308
"787";"Lapin SHP";"2020";"Yhteensä";"4 viikkoa";280;308
"788";"Lapin SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";266;308
"789";"Lapin SHP";"2020";"PTH avohoito";"1 viikko";147;308
"790";"Lapin SHP";"2020";"Rehospitalisaatio";"1 viikko";21;308
"791";"Lapin SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";237;308
"792";"Lapin SHP";"2020";"Sosiaalihuolto";"4 viikkoa";54;308
"793";"Lapin SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";129;308
"794";"Lapin SHP";"2020";"Kuollut";"4 viikkoa";1;308
"795";"Lapin SHP";"2020";"Sosiaalihuolto";"2 viikkoa";53;308
"796";"Lapin SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";234;308
"797";"Lapin SHP";"2020";"Päivystyskäynti";"4 viikkoa";36;308
"798";"Lapin SHP";"2020";"ESH avohoito";"1 viikko";69;308
"799";"Lapin SHP";"2020";"Päivystyskäynti";"1 viikko";19;308
"800";"Lapin SHP";"2020";"Rehospitalisaatio";"2 viikkoa";32;308
"801";"Lapin SHP";"2020";"Rehospitalisaatio";"4 viikkoa";54;308
"802";"Lapin SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";101;308
"803";"Lapin SHP";"2020";"ESH avohoito";"2 viikkoa";106;308
"804";"Lapin SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";39;308
"805";"Lapin SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";47;308
"806";"Lapin SHP";"2020";"ESH avohoito";"4 viikkoa";144;308
"807";"Lapin SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";31;308
"808";"Lapin SHP";"2020";"Kuollut";"1 viikko";1;308
"809";"Lapin SHP";"2020";"Päivystyskäynti";"2 viikkoa";28;308
"810";"Lapin SHP";"2020";"Sosiaalihuolto";"1 viikko";51;308
"811";"Lapin SHP";"2020";"Kuollut";"2 viikkoa";1;308
"812";"Länsi-Pohjan SHP";"2019";"ESH avohoito";"2 viikkoa";77;212
"813";"Länsi-Pohjan SHP";"2019";"Sosiaalihuolto";"1 viikko";16;212
"814";"Länsi-Pohjan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";8;212
"815";"Länsi-Pohjan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";9;212
"816";"Länsi-Pohjan SHP";"2019";"ESH avohoito";"1 viikko";58;212
"817";"Länsi-Pohjan SHP";"2019";"Rehospitalisaatio";"1 viikko";19;212
"818";"Länsi-Pohjan SHP";"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";122;212
"819";"Länsi-Pohjan SHP";"2019";"ESH avohoito";"4 viikkoa";101;212
"820";"Länsi-Pohjan SHP";"2019";"PTH avohoito";"1 viikko";59;212
"821";"Länsi-Pohjan SHP";"2019";"Päivystyskäynti";"1 viikko";22;212
"822";"Länsi-Pohjan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";142;212
"823";"Länsi-Pohjan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";165;212
"824";"Länsi-Pohjan SHP";"2019";"Päivystyskäynti";"2 viikkoa";25;212
"825";"Länsi-Pohjan SHP";"2019";"Päivystyskäynti";"4 viikkoa";36;212
"826";"Länsi-Pohjan SHP";"2019";"PTH avohoito";"4 viikkoa";93;212
"827";"Länsi-Pohjan SHP";"2019";"Rehospitalisaatio";"2 viikkoa";28;212
"828";"Länsi-Pohjan SHP";"2019";"PTH avohoito mielenterveys";"4 viikkoa";13;212
"829";"Länsi-Pohjan SHP";"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";147;212
"830";"Länsi-Pohjan SHP";"2019";"Sosiaalihuolto";"4 viikkoa";17;212
"831";"Länsi-Pohjan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";52;212
"832";"Länsi-Pohjan SHP";"2019";"Rehospitalisaatio";"4 viikkoa";48;212
"833";"Länsi-Pohjan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";87;212
"834";"Länsi-Pohjan SHP";"2019";"Sosiaalihuolto";"2 viikkoa";16;212
"835";"Länsi-Pohjan SHP";"2019";"Yhteensä";"2 viikkoa";148;212
"836";"Länsi-Pohjan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";69;212
"837";"Länsi-Pohjan SHP";"2019";"Yhteensä";"1 viikko";123;212
"838";"Länsi-Pohjan SHP";"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";95;212
"839";"Länsi-Pohjan SHP";"2019";"Yhteensä (käynnit)";"1 viikko";117;212
"840";"Länsi-Pohjan SHP";"2019";"PTH avohoito";"2 viikkoa";78;212
"841";"Länsi-Pohjan SHP";"2019";"Yhteensä";"4 viikkoa";169;212
"842";"Länsi-Pohjan SHP";"2020";"PTH avohoito mielenterveys";"2 viikkoa";34;227
"843";"Länsi-Pohjan SHP";"2020";"Yhteensä";"1 viikko";134;227
"844";"Länsi-Pohjan SHP";"2020";"PTH avohoito (käynnit)";"4 viikkoa";123;227
"845";"Länsi-Pohjan SHP";"2020";"Päivystyskäynti";"1 viikko";23;227
"846";"Länsi-Pohjan SHP";"2020";"Sosiaalihuolto";"4 viikkoa";20;227
"847";"Länsi-Pohjan SHP";"2020";"PTH avohoito (käynnit)";"2 viikkoa";91;227
"848";"Länsi-Pohjan SHP";"2020";"PTH avohoito mielenterveys";"1 viikko";24;227
"849";"Länsi-Pohjan SHP";"2020";"PTH avohoito";"1 viikko";88;227
"850";"Länsi-Pohjan SHP";"2020";"Päivystyskäynti";"2 viikkoa";38;227
"851";"Länsi-Pohjan SHP";"2020";"Päivystyskäynti";"4 viikkoa";50;227
"852";"Länsi-Pohjan SHP";"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";90;227
"853";"Länsi-Pohjan SHP";"2020";"PTH avohoito (käynnit)";"1 viikko";62;227
"854";"Länsi-Pohjan SHP";"2020";"Sosiaalihuolto";"1 viikko";17;227
"855";"Länsi-Pohjan SHP";"2020";"Yhteensä";"2 viikkoa";170;227
"856";"Länsi-Pohjan SHP";"2020";"Yhteensä";"4 viikkoa";191;227
"857";"Länsi-Pohjan SHP";"2020";"PTH avohoito mielenterveys";"4 viikkoa";41;227
"858";"Länsi-Pohjan SHP";"2020";"ESH avohoito";"1 viikko";39;227
"859";"Länsi-Pohjan SHP";"2020";"Rehospitalisaatio";"1 viikko";20;227
"860";"Länsi-Pohjan SHP";"2020";"PTH avohoito";"2 viikkoa";120;227
"861";"Länsi-Pohjan SHP";"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";129;227
"862";"Länsi-Pohjan SHP";"2020";"Rehospitalisaatio";"4 viikkoa";56;227
"863";"Länsi-Pohjan SHP";"2020";"Yhteensä (käynnit)";"1 viikko";115;227
"864";"Länsi-Pohjan SHP";"2020";"Sosiaalihuolto";"2 viikkoa";17;227
"865";"Länsi-Pohjan SHP";"2020";"PTH avohoito";"4 viikkoa";149;227
"866";"Länsi-Pohjan SHP";"2020";"Rehospitalisaatio";"2 viikkoa";35;227
"867";"Länsi-Pohjan SHP";"2020";"ESH avohoito";"2 viikkoa";64;227
"868";"Länsi-Pohjan SHP";"2020";"ESH avohoito";"4 viikkoa";82;227
"869";"Länsi-Pohjan SHP";"2020";"Yhteensä (käynnit)";"4 viikkoa";180;227
"870";"Länsi-Pohjan SHP";"2020";"Yhteensä (käynnit)";"2 viikkoa";155;227
"871";"Länsi-Pohjan SHP";"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";156;227
"872";NA;"2019";"ESH avohoito";"1 viikko";3;23
"873";NA;"2019";"Päivystyskäynti";"4 viikkoa";5;23
"874";NA;"2019";"Päivystyskäynti";"1 viikko";1;23
"875";NA;"2019";"PTH + ESH avohoito (käynnit)";"1 viikko";7;23
"876";NA;"2019";"Päivystyskäynti";"2 viikkoa";4;23
"877";NA;"2019";"Sosiaalihuolto";"1 viikko";1;23
"878";NA;"2019";"ESH avohoito";"2 viikkoa";4;23
"879";NA;"2019";"PTH avohoito mielenterveys";"4 viikkoa";1;23
"880";NA;"2019";"ESH avohoito";"4 viikkoa";9;23
"881";NA;"2019";"PTH + ESH avohoito (käynnit)";"2 viikkoa";10;23
"882";NA;"2019";"PTH avohoito";"4 viikkoa";12;23
"883";NA;"2019";"Sosiaalihuolto";"4 viikkoa";1;23
"884";NA;"2019";"PTH avohoito (käynnit)";"1 viikko";5;23
"885";NA;"2019";"PTH avohoito (käynnit)";"2 viikkoa";7;23
"886";NA;"2019";"PTH avohoito (käynnit)";"4 viikkoa";7;23
"887";NA;"2019";"Sosiaalihuolto";"2 viikkoa";1;23
"888";NA;"2019";"Rehospitalisaatio";"2 viikkoa";2;23
"889";NA;"2019";"Rehospitalisaatio";"4 viikkoa";3;23
"890";NA;"2019";"Yhteensä";"1 viikko";11;23
"891";NA;"2019";"Yhteensä";"2 viikkoa";14;23
"892";NA;"2019";"Yhteensä";"4 viikkoa";15;23
"893";NA;"2019";"PTH + ESH avohoito (käynnit)";"4 viikkoa";14;23
"894";NA;"2019";"PTH avohoito";"2 viikkoa";9;23
"895";NA;"2019";"PTH avohoito";"1 viikko";7;23
"896";NA;"2019";"Yhteensä (käynnit)";"1 viikko";9;23
"897";NA;"2019";"Yhteensä (käynnit)";"2 viikkoa";12;23
"898";NA;"2019";"Yhteensä (käynnit)";"4 viikkoa";15;23
"899";NA;"2020";"Rehospitalisaatio";"4 viikkoa";8;40
"900";NA;"2020";"ESH avohoito";"2 viikkoa";16;40
"901";NA;"2020";"PTH avohoito mielenterveys";"1 viikko";2;40
"902";NA;"2020";"PTH avohoito mielenterveys";"2 viikkoa";2;40
"903";NA;"2020";"ESH avohoito";"4 viikkoa";17;40
"904";NA;"2020";"Yhteensä";"1 viikko";20;40
"905";NA;"2020";"Yhteensä";"2 viikkoa";26;40
"906";NA;"2020";"Yhteensä";"4 viikkoa";28;40
"907";NA;"2020";"PTH + ESH avohoito (käynnit)";"1 viikko";15;40
"908";NA;"2020";"PTH + ESH avohoito (käynnit)";"2 viikkoa";20;40
"909";NA;"2020";"PTH + ESH avohoito (käynnit)";"4 viikkoa";22;40
"910";NA;"2020";"ESH avohoito";"1 viikko";9;40
"911";NA;"2020";"Rehospitalisaatio";"1 viikko";4;40
"912";NA;"2020";"Rehospitalisaatio";"2 viikkoa";5;40
"913";NA;"2020";"PTH avohoito";"1 viikko";11;40
"914";NA;"2020";"PTH avohoito";"2 viikkoa";16;40
"915";NA;"2020";"PTH avohoito";"4 viikkoa";18;40
"916";NA;"2020";"PTH avohoito mielenterveys";"4 viikkoa";2;40
"917";NA;"2020";"PTH avohoito (käynnit)";"1 viikko";7;40
"918";NA;"2020";"PTH avohoito (käynnit)";"2 viikkoa";10;40
"919";NA;"2020";"PTH avohoito (käynnit)";"4 viikkoa";11;40
"920";NA;"2020";"Päivystyskäynti";"1 viikko";4;40
"921";NA;"2020";"Päivystyskäynti";"2 viikkoa";5;40
"922";NA;"2020";"Päivystyskäynti";"4 viikkoa";5;40
"923";NA;"2020";"Yhteensä (käynnit)";"1 viikko";17;40
"924";NA;"2020";"Yhteensä (käynnit)";"2 viikkoa";22;40
"925";NA;"2020";"Yhteensä (käynnit)";"4 viikkoa";24;40
"926";"Pirkanmaan SHP";"2019";"Yhteensä (käynnit)";"4 viikkoa";1001;1462
"927";"Pirkanmaan SHP";"2019";"Päivystyskäynti";"2 viikkoa";138;1462
"928";"Pirkanmaan SHP";"2019";"ESH avohoito";"2 viikkoa";228;1462
"929";"Pirkanmaan SHP";"2019";"PTH avohoito (käynnit)";"2 viikkoa";589;1462
"930";"Pirkanmaan SHP";"2019";"PTH avohoito (käynnit)";"1 viikko";470;1462
"931";"Pirkanmaan SHP";"2019";"PTH avohoito mielenterveys";"2 viikkoa";123;1462
"932";"Pirkanmaan SHP";"2019";"PTH avohoito (käynnit)";"4 viikkoa";716;1462
"933";"Pirkanmaan SHP";"2019";"ESH avohoito";"1 viikko";169;1462
"934";"Pirkanmaan SHP";"2019";"PTH avohoito mielenterveys";"1 viikko";87;1462
"935";"Pirkanmaan SHP";"2019";"PTH avohoito";"4 viikkoa";870;1462
"936";"Pirkanmaan SHP";"2019";"Yhteensä (käynnit)";"2 viikkoa";879;1462
"937";"Pirkanmaan SHP";"2019";"Päivystyskäynti";"4 viikkoa";192;1462
"938";"Pirkanmaan SHP";"2019";"PTH avohoito";"1 viikko";595;1462
"939";"Pirkanmaan SHP";"2019";"Rehospitalisaatio";"1 viikko";100;1462
